day,bucket,flow_type,net_qty,price,usd_value
2020-12-14,Top 101-200,INFLOW,10909.9985619237,83.52828425,911293.4610474542
2020-12-14,Top 201-300,INFLOW,3347.926920561254,83.52828425,279646.5914688676
2020-12-14,Top 301-500,OUTFLOW,-620.3881626201301,83.52828425,51819.95879266945
2020-12-14,Top 501-1000,INFLOW,3522.7366680216046,83.52828425,294248.14974440646
2020-12-15,Top 1-100,OUTFLOW,-659.0280442716612,86.17848158,56794.03617396878
2020-12-15,Top 101-200,OUTFLOW,-8399.902604652696,86.17848158,723890.8518888564
2020-12-15,Top 201-300,INFLOW,108.70329212862724,86.17848158,9367.884658392262
2020-12-15,Top 301-500,OUTFLOW,-1997.9894540385749,86.17848158,172183.69736189756
2020-12-15,Top 501-1000,OUTFLOW,-680.2363073619408,86.17848158,58621.73208403823
2020-12-16,Top 1-100,OUTFLOW,-31390.81251203021,87.03986623,2732252.1218981203
2020-12-16,Top 101-200,OUTFLOW,-5733.547350678525,87.03986623,499047.1944264297
2020-12-16,Top 201-300,INFLOW,3161.1974746735527,87.03986623,275150.20532219985
2020-12-16,Top 301-500,OUTFLOW,-2674.861768322563,87.03986623,232819.6104985372
